return_code,payload,latency
200,"{""signature"":""0xa13cefa77e82f909fd23694268792414031bf35adb03d4c2d470cb12c6ade7c3d49883a3805565b47d21e008ceadef1f0de46fe875ac7ecb296cd7cb1576f51ebc75607fe24450351cd7a742621a0070c319e39eb79e5afa73e11e1b537a3021""}",0.1418579299997873
200,"{""signature"":""0x91f006b0f0bbdbb14d13b5ec1dab47c1e6aab3305ab1a1e62475ae4e36af9d774611b73dba6555a7d78a1e00525840410ae955139b7323c97413132500d76a27e0fc88475352314013bfb64225e5537b04fbcfb75da00c7d67cf8e40409551ec""}",0.024721632999899157
200,"{""signature"":""0xa77926a8489ddd325f3a2067082d08c9e527f354e3a79c898cd4fe58c9f4e18b472e61028692dcbe410682d871f964e7072eef5e8a91a2b33a6ea463279b7c25028c604f23b35885e34a20d2257386ff7e6e2ce98d17fd0967e3931515dfa0dc""}",0.021530534999328665
200,"{""signature"":""0x8b3cd7f60934da35e17a554b672cb068fed8597238dce989e1536e0e420dd00b9702e96b393a1f06cd5865e4a8e52c770f8663f4584dd22dc35144cf90d727ada28c6cd71921eeffff4b7d8366e2eb5e257825400ec8eb7eac3d824b9a4dcadd""}",0.12344184799985669
200,"{""signature"":""0xa39ee669d024ab932eb08d9a47199cd112c7b3172a3d1b7f30a4685e4a42899299a1afc0f96d9e229632e26ebd3756e30678dd2c9b8791e2808aef7cf47a7c12a55c74e763586923165b41fea34d6a209e4ca78c556cc32be6b64c072742d70d""}",0.13777897999989364
200,"{""signature"":""0xaccc0d830cfcc0adb72c53bccd1f67c82acbe7289b6cb2f68b7c3e2f86f51182b0df4ac7794f63994cf35bb052da9b540b154853dfba4510af8dfc83fc9804a1d5f4a0cafc9f65185e44469d6624d415eecf5c49d5a8012de651ccc7dba500b3""}",0.02350157199998648
200,"{""signature"":""0x8d86151ec6429170e77bd44c7791f82bd80e117e97de8a2324fe9ff4be4bece3b1d444ccfe389db07dacda236827396f04a9bb7cbf7d69f340aaf6271cf87d388d65746edc76da6f2c97b9202d8bbce209a71905eaaceb5d9e7d131170db7ef1""}",0.02494391199979873
200,"{""signature"":""0x844a83e798e8ac21f41a104f9cf0783a8b1dacb430efc9e64045e86775c1821ff1e48482f07d13d1912724de3597e61f03d2589e578c64ff09431527aa1545545a0c00106a3fc032fb5154b2b625fe83fe008f2674cbb2ec04345e7ba9796062""}",0.024470307000228786
200,"{""signature"":""0x84223991022db354476e64235bb400dcf14992d687eccb14fae6b6b39aed5a01447a24a19e5ad698a5377e60cae2af741317ade9824f3bc9ef73d0f0ddcd9385ef4683491645bfd21359e4f110ae57dcd6559b3b1230efb27a2162f30a03b3c9""}",0.01968698000018776
200,"{""signature"":""0x8f64543af1aeb9d46b0d1d2b597705a5fcbb546d0f3fa997dafa58e025f5619f3bfaea97355ed24d127797d8e02dbc6a0c200e71b2b3c3b7a84ea78397cca0d2b758486b0d18f0cbbae3689ca04fd87485badcaba9f30ace524d765ae1390bcf""}",0.023066581000421138
200,"{""signature"":""0xa731ebd4b2a1dd68aa28addcf5d3dbcc0201bc77fdc16354777e0863e3fa59c8dc0b5eae2aff0a8e97f6d1d3e70efd0802cb3a07800eb3529366accde8acab5840fa1d962ac088e00782b496609d783724cc8e50d1d22f74c6f64462eb6cb13d""}",0.03235164800025814
200,"{""signature"":""0x8a8c9fbaf8e85381c4349150f0edb692bee9103c27a082ce15603893559321772022f89c25d9943de540fe92c78689c21834ed4d7af83f58b1bf2f4c681aa947f65619e0a857b2597a8d6fc1212a6799d4b1380db271995e9af8f37c8ad4f38d""}",0.02512476300034905
200,"{""signature"":""0xa421c60d3e69777f7186c19bd99c2cfd66f414a9a277e43181e4ce630f6a89e53ae06bff03b5e4ccc8d4ababb3af8d4907546808a9ea95c9e39490251f6117cb32db85e2abcbc7b3569155c0e0a88a5126ac51c48632b10ecb168991bdf0cce0""}",0.023069036999913806
